loan_amount,activity,country,gender
675,General Store,Philippines,female
550,General Store,Philippines,female
700,General Store,Philippines,female
125,General Store,Philippines,female
350,General Store,Philippines,female
250,General Store,Philippines,female
250,General Store,Philippines,female
700,General Store,Philippines,female
250,General Store,Philippines,female
250,General Store,Philippines,female
250,General Store,Philippines,female
375,General Store,Philippines,female
350,General Store,Philippines,female
475,General Store,Philippines,female
250,General Store,Philippines,female
275,General Store,Philippines,female
300,General Store,Philippines,female
250,General Store,Philippines,female
700,General Store,Philippines,female
200,General Store,Philippines,female
150,General Store,Philippines,female
350,General Store,Philippines,female
700,General Store,Philippines,female
350,General Store,Philippines,female
350,General Store,Philippines,female
700,General Store,Philippines,female
150,General Store,Philippines,female
700,General Store,Philippines,female
400,General Store,Philippines,male
275,General Store,Philippines,female
350,General Store,Philippines,female
250,General Store,Philippines,female
350,General Store,Philippines,female
700,General Store,Philippines,female
275,General Store,Philippines,female
700,General Store,Philippines,female
825,General Store,Philippines,female
350,General Store,Philippines,female
525,General Store,Philippines,female
450,General Store,Philippines,female
250,General Store,Philippines,female
250,General Store,Philippines,female
525,General Store,Philippines,female
250,General Store,Philippines,female
825,General Store,Philippines,male
700,General Store,Philippines,female
425,General Store,Philippines,female
200,General Store,Philippines,female
575,General Store,Philippines,female
475,General Store,Philippines,female
350,General Store,Philippines,female
925,General Store,Philippines,male
350,General Store,Philippines,female
425,General Store,Philippines,female
300,General Store,Philippines,female
275,General Store,Philippines,female
325,General Store,Philippines,female
350,General Store,Philippines,female
525,General Store,Philippines,female
325,General Store,Philippines,female
225,General Store,Philippines,female
700,General Store,Philippines,female
425,General Store,Philippines,female
475,General Store,Philippines,female
300,General Store,Philippines,female
300,General Store,Philippines,female
275,General Store,Philippines,female
675,General Store,Philippines,female
300,General Store,Philippines,female
300,General Store,Philippines,female
125,General Store,Philippines,female
325,General Store,Philippines,female
350,General Store,Philippines,female
150,General Store,Philippines,female
525,General Store,Philippines,female
300,General Store,Philippines,female
350,General Store,Philippines,female
150,General Store,Philippines,female
350,General Store,Philippines,female
450,General Store,Philippines,female
375,General Store,Philippines,female
525,General Store,Philippines,female
700,General Store,Philippines,female
700,General Store,Philippines,female
550,General Store,Philippines,female
575,General Store,Philippines,female
125,General Store,Philippines,female
350,General Store,Philippines,female
125,General Store,Philippines,female
475,General Store,Philippines,female
275,General Store,Philippines,female
250,General Store,Philippines,female
350,General Store,Philippines,female
250,General Store,Philippines,female
475,General Store,Philippines,female
200,General Store,Philippines,female
350,General Store,Philippines,female
300,General Store,Philippines,female
475,General Store,Philippines,female
525,General Store,Philippines,female
250,General Store,Philippines,female
475,General Store,Philippines,female
475,General Store,Philippines,female
250,General Store,Philippines,female
700,General Store,Philippines,female
350,General Store,Philippines,female
700,General Store,Philippines,female
250,General Store,Philippines,female
250,General Store,Philippines,female
275,General Store,Philippines,female
250,General Store,Philippines,female
250,General Store,Philippines,female
