name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status
Verbolten,Steel,Sit Down,85.0,,864.0,0.0,Zierer,Busch Gardens Williamsburg,status.operating
Katapult,Steel,Sit Down,,20.0,150.0,1.0,Schwarzkopf,Linnanmäki,status.closed.definitely
Kiddie Roller Coaster,Steel,Sit Down,,,,0.0,na,Linnanmäki,status.closed.definitely
Ukko,Steel,Sit Down,105.0,46.0,150.0,2.0,Maurer,Linnanmäki,status.operating
Fiorano GT Challenge (Left),Steel,Sit Down,,,1000.0,0.0,Maurer,Ferrari World,status.operating
Little Dipper,Wooden,Sit Down,,9.0,213.0,0.0,Philadelphia Toboggan Coaster,Six Flags Great America,status.operating
Little Dipper,Wooden,Sit Down,,9.0,213.0,0.0,Philadelphia Toboggan Coaster,Kiddieland,status.closed.definitely
Flying Tiger,Steel,Sit Down,60.0,20.0,350.0,2.0,Vekoma,Zoo Safari Stukenbrock,status.operating
Marienkäferbahn,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Zoo Safari Stukenbrock,status.operating
Froschflitzer,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Serengeti Park,status.operating
Die! Wilde Maus,Steel,Sit Down,23.0,5.0,165.0,0.0,S&MC,Serengeti Park,status.operating
Manta,Steel,Sit Down,70.0,9.0,850.0,0.0,Mack,SeaWorld San Diego,status.operating
Gipfel-Stürmer,Steel,Sit Down,,,,0.0,Gerstlauer,Freizeitpark Ruhpolding,status.operating
Die Schlange von Midgard,Steel,Sit Down,45.0,10.0,200.0,0.0,Gerstlauer,Hansa Park,status.operating
Vicky The Ride,Steel,Spinning,55.0,17.0,400.0,0.0,Gerstlauer,Plopsa Coo,status.operating
Tiger Express,Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,La Mer de Sable,status.operating
Boomerang,Steel,Sit Down,60.0,20.0,185.0,0.0,Vekoma,Parc des Combes,status.operating
Super Roller Coaster,Steel,Spinning,,,,1.0,Golden Horse,China Dinosaurs Park,status.operating
Dinosaur Mountain,Steel,Motorbike,48.0,25.0,620.0,0.0,Zamperla,China Dinosaurs Park,status.operating
The Swarm,Steel,Wing,,39.0,775.0,4.0,B&M,Thorpe Park,status.operating
Arctic Blast,Steel,Sit Down,,,,0.0,Mack,Ocean Park,status.operating
Wild West Mine Train,Steel,Sit Down,75.0,21.0,710.0,0.0,Zamperla,Ocean Park,status.operating
Dragon,Steel,Sit Down,77.0,20.0,821.0,3.0,Arrow,Ocean Park,status.operating
Oasis Express,Steel,Sit Down,,,,0.0,Schwarzkopf,Entertainment City,status.operating
Lightning,Steel,Inverted,,34.0,781.0,5.0,B&M,Entertainment City,status.operating
Roller Coaster,Steel,Sit Down,24.0,4.0,70.0,0.0,Zierer,Entertainment City,status.operating
Aqua Dive,Steel,Water Coaster,,,,0.0,na,EsselWorld,status.operating
Big Apple,Steel,Sit Down,,,,0.0,Pinfari,EsselWorld,status.operating
Hoola Loop,Steel,Sit Down,,11.0,365.0,1.0,Pinfari,EsselWorld,status.operating
Zipper Dipper,Wooden,Sit Down,,,,0.0,Blackpool Leisure,EsselWorld,status.operating
Zyclone,Steel,Sit Down,,,,0.0,Pinfari,EsselWorld,status.operating
Ednör,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,La Ronde,status.operating
Shambhala,Steel,Sit Down,134.0,76.0,1564.0,0.0,B&M,Port Aventura,status.operating
La Pomme,Steel,Sit Down,,,,0.0,Zierer,Ty Bamboo,status.closed.definitely
Takabisha,Steel,Sit Down,100.0,43.0,1000.0,7.0,Gerstlauer,Fuji-Q Highland,status.operating
Dragon Fly,Steel,Sit Down,,15.0,360.0,0.0,Gerstlauer,Duinrell,status.operating
Wodan : Timbur Coaster,Wooden,Sit Down,100.0,35.0,1050.0,0.0,GCI,Europa Park,status.operating
Divertical,Steel,Water Coaster,110.0,50.0,,0.0,Intamin,Mirabilandia,status.operating
Tsunami,Steel,Inverted,61.0,20.0,350.0,2.0,Pinfari,M&D Scotland's Theme Park,status.closed.definitely
Buzzsaw,Steel,Sit Down,105.0,46.0,150.0,2.0,Maurer,Dreamworld,status.operating
Montagne Russe,Steel,Sit Down,,,,0.0,na,Zoosafari Fasanolandia,status.operating
Bruco Miniottovolante,Steel,Sit Down,22.0,4.0,120.0,0.0,D.P.V. Rides,Zoosafari Fasanolandia,status.operating
Spinning Madness,Steel,Spinning,,,,0.0,Fabbri,Zoosafari Fasanolandia,status.operating
Mirage Rosso,Steel,Inverted,47.0,17.0,360.0,0.0,Fabbri,Zoosafari Fasanolandia,status.operating
Eurofighter,Steel,Sit Down,,22.0,72.0,2.0,Gerstlauer,Zoosafari Fasanolandia,status.operating
Wild Eagle,Steel,Wing,98.0,64.0,953.0,4.0,B&M,Dollywood,status.operating
Skyrush,Steel,Sit Down,120.0,60.0,1100.0,0.0,Intamin,Hersheypark,status.operating
Yamaha Racing Coaster,Steel,Sit Down,100.0,50.0,275.0,1.0,Premier Rides,Trans Studio Indoor Theme Park ,status.operating
Formula Pax,Steel,Sit Down,,15.0,380.0,0.0,Pax,VVC Wheel Park,status.operating
Leviathan,Steel,Sit Down,148.0,93.0,1672.0,0.0,B&M,Canada's Wonderland,status.operating
Wilde Maus,Steel,Sit Down,,,,0.0,Maurer,Antibesland,status.operating
Stinger,Steel,Sit Down,80.0,40.0,310.0,3.0,Vekoma,Dorney Park,status.closed.definitely
Green Lantern Coaster,Steel,Sit Down,65.0,33.0,490.0,2.0,S&S,Warner Bros. Movie World,status.operating
X-Flight,Steel,Wing,90.0,37.0,915.0,5.0,B&M,Six Flags Great America,status.operating
Superman Ultimate Fight,Steel,Sit Down,96.0,45.0,,1.0,Premier Rides,Six Flags Discovery Kingdom,status.operating
Apocalypse,Steel,Stand Up,89.0,31.0,884.0,2.0,B&M,Six Flags America,status.closed.definitely
Goliath,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags New England,status.operating
Polar X-plorer,Steel,Sit Down,,,,0.0,Zierer,Legoland Billund,status.operating
Fiesta Express,Steel,Sit Down,,,,0.0,Zamperla,Parquesur,status.operating
Triops,Steel,Sit Down,80.0,40.0,310.0,3.0,Vekoma,Bagatelle,status.operating
Pindsvinet,Steel,Sit Down,,4.0,80.0,0.0,Zamperla,Farup Sommerland,status.operating
Orkanen,na,Suspended,75.0,19.0,453.0,0.0,Vekoma,Farup Sommerland,status.operating
Apocalypse,Steel,Sit Down,64.0,23.0,725.0,2.0,Vekoma,Lunapark Cap d'Agde,status.operating
Harry Potter and the Escape from Gringotts,Steel,Sit Down,,,,0.0,Intamin,Universal Studios Florida,status.operating
TNT Tren de la Mina,Steel,Sit Down,,17.0,450.0,0.0,Gerstlauer,Parque de Atracciones de Madrid,status.operating
Steampunk Hunters,Steel,Sit Down,46.0,13.0,335.0,0.0,Vekoma,TusenFryd,status.operating
Gold rush,Steel,Sit Down,,,,0.0,Gerstlauer,OK Corral,status.operating
Tokio express,Steel,Sit Down,,,,0.0,Soquet,Foire,status.operating
Crazy Mouse,Steel,Sit Down,47.0,13.0,420.0,0.0,Reverchon,Steel Pier,status.operating
Mini Mouse,Steel,Sit Down,,,,0.0,B. A. Schiff & Associates,Steel Pier,status.operating
Pirates Hideaway,Steel,Sit Down,,,,0.0,Wisdom Rides ,Casino Pier,status.operating
Mighty Mouse,Steel,Sit Down,,,,0.0,na,Funtown Pier,status.closed.definitely
Dragon Wagon,Steel,Sit Down,,,,0.0,Wisdom Rides ,Funtown Pier,status.closed.definitely
Funtown Family Coaster,Steel,Sit Down,,,,0.0,E&F Miler Industries,Funtown Pier,status.closed.definitely
Looping Coaster,Steel,Sit Down,56.0,15.0,558.0,1.0,na,Funtown Pier,status.closed.definitely
Circus Coaster,Steel,Sit Down,,,,0.0,Zamperla,Luna Park,status.operating
Tickler,Steel,Sit Down,,,,0.0,Zamperla,Luna Park,status.operating
Soarin' Eagle,Steel,Flying,41.0,15.0,391.0,2.0,Zamperla,Luna Park,status.operating
Steeplechase,Steel,Motorbike,64.0,20.0,364.0,0.0,Zamperla,Luna Park,status.operating
Cyclone,Wooden,Sit Down,97.0,26.0,869.0,0.0,na,Luna Park,status.operating
Kiddi Koasta,Steel,Sit Down,,,,0.0,Zamperla,Adventure Island,status.operating
Karacho,Steel,Sit Down,100.0,32.0,700.0,0.0,Gerstlauer,Tripsdrill,status.operating
Himalaya,Steel,Sit Down,,,460.0,0.0,Pinfari,Sommerland Syd,status.closed.definitely
Tornado,Steel,Sit Down,80.0,40.0,310.0,3.0,Vekoma,Sommerland Syd,status.closed.definitely
Kæmperutschebanen,Steel,Sit Down,,10.0,335.0,0.0,Interpark,Sommerland Syd,status.closed.definitely
Grand Huit Familial,Steel,Sit Down,,,,0.0,na,Parc Avenue,status.closed.definitely
La Pomme (Pouget),Steel,Sit Down,,,,0.0,na,Foire,status.operating
Scenic Railway,Steel,Sit Down,,,,0.0,na,Foire,status.unknown
Bandit Bomber,Steel,Inverted,50.0,23.0,515.0,0.0,Vekoma,Yas Waterworld,status.operating
Star Trek: Operation Enterprise,Steel,Sit Down,90.0,45.0,720.0,3.0,Mack,Movie Park Germany,status.operating
Pôle Expresse,Steel,Sit Down,,,,0.0,na,Foire,status.operating
Gwazi - Tiger,Wooden,Sit Down,81.0,27.0,1036.0,0.0,GCI,Busch Gardens Tampa,status.retracked
Space Mountain - Omega,Steel,Sit Down,44.0,27.0,974.0,0.0,Arrow,Disney's Magic Kingdom,status.operating
Seven Dwarfs Mine Train,Steel,Sit Down,,,,0.0,Vekoma,Disney's Magic Kingdom,status.operating
Outlaw Run,Wooden,Sit Down,110.0,50.0,,2.0,RMC,Silver Dollar City,status.operating
Eichhörnchenbahn,Steel,Sit Down,30.0,5.0,128.0,0.0,Zierer,Freizeitpark Lochmühle,status.operating
Fenix,Steel,Wing,95.0,40.0,813.0,3.0,B&M,Toverland,status.operating
Eldorado,Steel,Sit Down,,,,0.0,na,Etnaland,status.operating
Yukon Quad,Steel,Sit Down,85.0,12.0,1000.0,0.0,Intamin,Le Pal,status.operating
Gekion Live Coaster,Steel,Sit Down,,,,1.0,Gerstlauer,Joypolis,status.operating
Marienkäfer Hochbahn,Steel,Sit Down,26.0,3.0,60.0,0.0,Zierer,Churpfalzpark,status.operating
Schmetterlings-Pendelbahn,Steel,Sit Down,,,,0.0,Heege Freizeittechnik,Churpfalzpark,status.operating
Oachkatzl,Steel,Sit Down,46.0,11.0,290.0,0.0,Gerstlauer,Märchenwald im Isartal,status.operating
Wilde Mini Maus,Steel,Sit Down,25.0,4.0,60.0,0.0,I.E. Park,Lollihop,status.operating
Harzbob,Steel,Alpine,,,,0.0,Wiegand,Erlebniswelt Seilbahnen Thale,status.operating
Bayerwald-Coaster,Steel,Alpine,,,735.0,0.0,Wiegand,Egidi-Buckel Rodelparadies,status.operating
Sommerrodelbahn Abtenau,Steel,Alpine,,,1980.0,0.0,Doppelmayr,Abtenauer Bergbahnen,status.operating
Rittisberg Coaster,Steel,Alpine,,,,0.0,Wiegand,Erlebnis Rittisberg,status.operating
El Paso-Express,Steel,Sit Down,,10.0,,0.0,Schwarzkopf,Hansa Park,status.closed.definitely
Alpinecoaster,Steel,Alpine,,,720.0,0.0,Wiegand,Alpincenter Bottrop,status.operating
Alpine Coaster,Steel,Alpine,,,435.0,0.0,Wiegand,Parc des Combes,status.operating
Gold Striker,Wooden,Sit Down,87.0,33.0,975.0,0.0,GCI,California's Great America ,status.operating
Full Throttle,Steel,Sit Down,112.0,48.0,670.0,2.0,Premier Rides,Six Flags Magic Mountain,status.operating
Boomerang,Steel,Sit Down,75.0,36.0,267.0,3.0,Vekoma,Six Flags St Louis,status.operating
Huracan,Steel,Sit Down,50.0,15.0,500.0,0.0,Zierer,Bellewaerde,status.operating
Wild mouse,Steel,Sit Down,,,,0.0,Cedeal ride,Foire,status.operating
Stampbanan,Steel,Sit Down,,,,0.0,Preston & Barbieri,Liseberg,status.operating
Helix,Steel,Sit Down,100.0,41.0,1381.0,7.0,Mack,Liseberg,status.operating
GateKeeper,Steel,Wing,108.0,52.0,1269.0,6.0,B&M,Cedar Point,status.operating
The Smiler,Steel,Sit Down,85.0,30.0,1170.0,14.0,Gerstlauer,Alton Towers,status.operating
Alpina Blitz,Steel,Sit Down,100.0,30.0,800.0,0.0,Mack,Nigloland,status.operating
Juvelen,Steel,Sit Down,85.0,12.0,1000.0,0.0,Intamin,Djurs Sommerland,status.operating
Polar Explorer,Steel,Water Coaster,70.0,23.0,890.0,0.0,Mack,Chimelong Ocean Kingdom,status.operating
Boomerang,Steel,Sit Down,75.0,35.0,285.0,3.0,Vekoma,Parque de la Costa,status.operating
Desafío,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Parque de la Costa,status.operating
Torbellino,Steel,Sit Down,,,340.0,0.0,Beijing Jiuhua,Parque de la Costa,status.operating
Vigía,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Parque de la Costa,status.operating
MM Roller Coaster,Steel,Sit Down,,,,0.0,na,MGM Dizzee World,status.operating
Reinder Coaster,Steel,Sit Down,,,,0.0,na,MGM Dizzee World,status.operating
Roller Coaster,Steel,Sit Down,,21.0,380.0,2.0,Arrow,MGM Dizzee World,status.operating
Tornado,Steel,Sit Down,,,,0.0,Zamperla,MGM Dizzee World,status.operating
Wilde Maus XXL (Eberhard),Steel,Sit Down,60.0,,600.0,0.0,Mack,Foire,status.operating
Formula One,Steel,Spinning,47.0,13.0,420.0,0.0,Fabbri,Magic Park Land,status.operating
Nefeskesen,Steel,Sit Down,110.0,50.0,,2.0,Intamin,Isfanbul,status.operating
Maceraperest,Steel,Sit Down,,,,0.0,Intamin,Isfanbul,status.operating
Tornado,Steel,Spinning,,,420.0,0.0,na,Ange Michel,status.operating
Storm Coaster,Steel,Water Coaster,70.0,28.0,470.0,0.0,Mack,Sea World,status.operating
El Loco,Steel,Sit Down,,,,0.0,S&S,Adventuredome,status.operating
Sky Spin,Steel,Spinning,,,,0.0,Maurer,Skyline Park,status.operating
Freedom Flyer,Steel,Suspended,55.0,20.0,395.0,0.0,Vekoma,Fun Spot America,status.operating
White Lightning,Wooden,Sit Down,75.0,23.0,600.0,0.0,GCI,Fun Spot America,status.operating
Sea Serpent,Steel,Sit Down,,,,0.0,Miler Coaster,Fun Spot America,status.operating
Velociraptor,Steel,Sit Down,100.0,38.0,1056.0,4.0,Mack,IMG Worlds of Adventure,status.operating
Astro Storm,Steel,Sit Down,45.0,11.0,,0.0,Zierer,Brean Leisure Park,status.operating
Big Grizzly Mountain Runaway Mine Cars,Steel,Sit Down,56.0,,1100.0,0.0,Vekoma,Hong Kong Disneyland,status.operating
RC Racer,Steel,Sit Down,,25.0,80.0,0.0,Intamin,Hong Kong Disneyland,status.operating
Banshee,Steel,Inverted,110.0,51.0,1260.0,7.0,B&M,Kings Island,status.operating
Flug der Dämonen,Steel,Wing,100.0,50.0,772.0,5.0,B&M,Heide Park,status.operating
Montanha Russa,Steel,Sit Down,,11.0,220.0,0.0,Vekoma,Funcenter,status.closed.definitely
L'Aérotrain,Steel,Sit Down,,11.0,220.0,0.0,Vekoma,Parc Saint Paul,status.operating
Heiße Fahrt,Steel,Sit Down,55.0,17.0,532.0,0.0,Gerstlauer,Klotten (Wild- und Freizeitpark),status.operating
Goliath,Wooden,Sit Down,115.0,55.0,950.0,2.0,RMC,Six Flags Great America,status.operating
Hip Hop Coaster,Steel,Sit Down,,,,0.0,Zamperla,Etnaland,status.operating
Ronde des Rondins,Steel,Sit Down,26.0,3.0,60.0,0.0,Zierer,Fraispertuis City,status.operating
Family Inverted Coaster,Steel,Inverted,50.0,20.0,405.0,0.0,B&M,Happy Valley Shanghai,status.operating
Mega-Lite,Steel,Sit Down,85.0,31.0,755.0,0.0,Intamin,Happy Valley Shanghai,status.operating
Diving Coaster,Steel,Floorless,,65.0,970.0,1.0,B&M,Happy Valley Shanghai,status.operating
Coastal Ant,Steel,Sit Down,,,,0.0,Golden Horse,Happy Valley Shanghai,status.operating
Mine Train Coaster,Steel,Sit Down,65.0,19.0,,0.0,Intamin,Happy Valley Shanghai,status.operating
Crazy Elves,Steel,Spinning,,,,0.0,Zamperla,Happy Valley Shanghai,status.operating
Wooden Coaster - Fireball,Wooden,Sit Down,90.0,33.0,1164.0,0.0,Martin & Vleminckx,Happy Valley Shanghai,status.operating
Sky Scream,Steel,Sit Down,100.0,46.0,260.0,1.0,Premier Rides,Holiday Park,status.operating
Corkscrew Coaster,Steel,Sit Down,,27.0,,3.0,Arrow,Rainbow's End,status.operating
Gold Rush,Steel,Sit Down,,,,0.0,na,Rainbow's End,status.operating
Choco Express,Steel,Sit Down,,,,0.0,SBF,Rainbow's End,status.operating
Wildfire,Wooden,Sit Down,113.0,57.0,1300.0,3.0,RMC,Kolmården,status.operating
Timber,Wooden,Sit Down,65.0,17.0,446.0,0.0,Gravity Group,Walibi Rhône Alpes,status.operating
Heidi the Ride,Wooden,Sit Down,70.0,22.0,620.0,0.0,GCI,Plopsaland,status.operating
DC Rivals HyperCoaster,Steel,Sit Down,115.0,62.0,1400.0,,Mack,Warner Bros. Movie World,status.operating
Dragon,Steel,Sit Down,,,,,Zamperla,Canobie Lake Park,status.operating
Yankee Cannonball,Wooden,Sit Down,56.0,20.0,610.0,0.0,Philadelphia Toboggan Coaster,Canobie Lake Park,status.operating
Gold Rush,Steel,Sit Down,90.0,33.0,400.0,2.0,Gerstlauer,Attractiepark Slagharen,status.operating
Red Force,Steel,Sit Down,185.0,112.0,880.0,0.0,Intamin,Ferrari Land,status.operating
Amerigo,Steel,Sit Down,,,,0.0,Pinfari,Rainbow MagicLand,status.operating
Taron,Steel,Sit Down,117.0,30.0,1320.0,0.0,Intamin,Phantasialand,status.operating
Raik,Steel,Sit Down,62.0,25.0,210.0,0.0,Vekoma,Phantasialand,status.operating
Arthur,Steel,Inverted,31.0,14.0,505.0,0.0,Mack,Europa Park,status.operating
Icon,Steel,Sit Down,80.0,27.0,1143.0,1.0,Mack,Blackpool Pleasure Beach,status.operating
Valkyria,Steel,Floorless,105.0,47.0,700.0,3.0,B&M,Liseberg,status.operating
Pegase Express,Steel,Sit Down,52.0,21.0,928.0,0.0,Gerstlauer,Parc Asterix,status.operating
Skate Madness,Steel,Spinning,,,,0.0,Beijing Jiuhua,Floraland,status.operating
Unknown,Steel,Sit Down,,,,0.0,Beijing Jiuhua,Floraland,status.operating
Mighty Mouse,Steel,Sit Down,,,,0.0,Miler Coaster,Playland's Castaway Cove,status.closed.definitely
GaleForce,Steel,Sit Down,103.0,38.0,387.0,0.0,S&S,Playland's Castaway Cove,status.operating
Wicker Man,Wooden,Sit Down,71.0,22.0,618.0,0.0,GCI,Alton Towers,status.operating
F.L.Y,Steel,Flying,,,,0.0,Vekoma,Phantasialand,status.construction
Iron Rattler,Hybrid,Sit Down,113.0,55.0,996.0,1.0,RMC,Six Flags Fiesta Texas,status.operating
Joker,Hybrid,Sit Down,85.0,31.0,975.0,3.0,RMC,Six Flags Discovery Kingdom,status.operating
Lightning Rod,Wooden,Sit Down,118.0,50.0,1158.0,0.0,RMC,Dollywood,status.operating
Medusa Steel Coaster,Hybrid,Sit Down,93.0,36.0,910.0,3.0,RMC,Six Flags Mexico,status.operating
New Texas Giant,Hybrid,Sit Down,105.0,47.0,1280.0,0.0,RMC,Six flags Over Texas,status.operating
Storm Chaser,Steel,Sit Down,84.0,31.0,836.0,3.0,RMC,Kentucky Kingdom,status.operating
Twisted Colossus,Hybrid,Sit Down,92.0,37.0,1520.0,2.0,RMC,Six Flags Magic Mountain,status.operating
Wicked Cyclone,Hybrid,Sit Down,89.0,33.0,1012.0,3.0,RMC,Six Flags New England,status.operating
Diabolik,Steel,Inverted,80.0,40.0,310.0,3.0,Vekoma,Movieland Park,status.operating
Lost Gravity,Steel,Sit Down,87.0,32.0,680.0,2.0,Mack,Walibi Holland,status.operating
Godiståget,Steel,Sit Down,40.0,8.0,190.0,,Zierer,Kolmården,status.operating
Baron 1898,Steel,Floorless,90.0,38.0,500.0,2.0,B&M,Efteling,status.operating
Pulsar,Steel,Water Coaster,100.0,45.0,217.0,0.0,Mack,Walibi Belgium,status.operating
Big Squale,Steel,Sit Down,30.0,3.0,100.0,0.0,Zamperla,Foire,status.operating
Kung Fu Panda Master,Steel,Spinning,12.0,14.0,,0.0,Fabbri,Gardaland,status.operating
Oblivion - The Black Hole,Steel,Floorless,100.0,43.0,566.0,2.0,B&M,Gardaland,status.operating
Ba-a-a-Express,Steel,Sit Down,,,80.0,0.0,Mack,Europa Park,status.operating
Cyclon Coaster,Steel,Sit Down,,10.0,335.0,0.0,SBF,Didiland,status.closed.definitely
Family Coaster,Steel,Sit Down,,,,0.0,SBF,Didiland,status.operating
Strom,Steel,Sit Down,45.0,11.0,325.0,0.0,Pinfari,Magic Park Land,status.operating
Baby Pomme,Steel,Sit Down,,,,0.0,SBF,Babyland,status.operating
Il Bruco Magico,Steel,Sit Down,,,120.0,0.0,na,Mirabilandia,status.closed.definitely
Red Fire,Steel,Sit Down,110.0,55.0,980.0,2.0,Intamin,ViaSea,status.operating
Spinning Coaster,Steel,Spinning,,4.0,58.0,,SBF,ViaSea,status.operating
Family Coaster,Steel,Sit Down,70.0,20.0,580.0,0.0,Intamin,ViaSea,status.operating
Twisted Timbers,Hybrid,Sit Down,87.0,34.0,1024.0,3.0,RMC,Kings Dominion,status.operating
Wanted Dalton,Steel,Sit Down,40.0,9.0,222.0,0.0,Zierer,Parc Spirou,status.operating
Racing Spirou,Steel,Sit Down,65.0,22.0,530.0,0.0,Zierer,Parc Spirou,status.operating
Mako,Steel,Sit Down,115.0,61.0,1450.0,0.0,B&M,SeaWorld Orlando,status.operating
Boomerang,Steel,Sit Down,60.0,23.0,208.0,0.0,Vekoma,Energylandia,status.operating
Circus Coaster,Steel,Sit Down,,,,0.0,SBF,Energylandia,status.operating
Dragon Roller Coaster,Steel,Suspended,75.0,20.0,453.0,0.0,Vekoma,Energylandia,status.operating
Energuś Roller Coaster,Steel,Sit Down,46.0,13.0,335.0,0.0,Vekoma,Energylandia,status.operating
Happy Loops,Steel,Spinning,30.0,7.0,113.0,0.0,SBF,Energylandia,status.operating
Mars,Steel,Sit Down,,,,0.0,SBF,Energylandia,status.operating
Frutti Loop Coaster,Steel,Sit Down,,,,,SBF,Energylandia,status.operating
Roller Coaster Mayan,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Energylandia,status.operating
Formuła,Steel,Sit Down,79.0,25.0,560.0,3.0,Vekoma,Energylandia,status.operating
Speed,Steel,Water Coaster,110.0,50.0,,0.0,Intamin,Energylandia,status.operating
Viking Roller Coaster,Steel,Spinning,,13.0,320.0,0.0,SBF,Energylandia,status.operating
Hyperion,Steel,Sit Down,140.0,77.0,1450.0,1.0,Intamin,Energylandia,status.operating
Dream Hunters Society,Steel,Sit Down,,,,0.0,na,Legendia,status.operating
Lech Coaster,Steel,Sit Down,95.0,40.0,908.0,0.0,Vekoma,Legendia,status.operating
Scary Toys Factory,Steel,Sit Down,,,,0.0,na,Legendia,status.operating
Tornado,Steel,Sit Down,,,,2.0,Soquet,Legendia,status.operating
Blizzard,Steel,Sit Down,,,,0.0,Cavazza Diego,Legendia,status.closed.definitely
Funny Mouse,Steel,Sit Down,,,,,na,Legendia,status.closed.definitely
Kolejka Górska,Steel,Sit Down,,,,0.0,na,Legendia,status.closed.definitely
Kosmos Coaster,Steel,Sit Down,,,,0.0,na,Legendia,status.closed.definitely
Bandidos,Steel,Spinning,,,,0.0,SBF,La Mer de Sable,status.operating
Boulet de Canon,Steel,Spinning,,,,,Reverchon,Kid parc,status.operating
Capitol Bullet Train,Steel,Sit Down,,,570.0,2.0,Mack,Motiongate,status.operating
Dragon Gliders,Steel,Inverted,,,530.0,0.0,Mack,Motiongate,status.operating
Green Hornet : High Speed Chase,Steel,Sit Down,50.0,16.0,390.0,0.0,Gerstlauer,Motiongate,status.operating
Madagascar Mad Pursuit,Steel,Sit Down,83.0,22.0,680.0,0.0,Gerstlauer,Motiongate,status.operating
Smurf Village Express,Steel,Sit Down,,,,0.0,Gerstlauer,Motiongate,status.operating
Tron Lightcycle Power Run,Steel,Motorbike,95.0,24.0,970.0,0.0,Vekoma,Shanghaï Disneyland,status.operating
Seven Dwarfs Mine Train,Steel,Sit Down,50.0,14.0,582.0,0.0,Vekoma,Shanghaï Disneyland,status.operating
Le Cacahuète Express,Steel,Sit Down,,,500.0,0.0,Soquet,Parc Fenestre,status.operating
Kid'z Coaster,Steel,Sit Down,,,,0.0,SBF,Bagatelle,status.operating
Unknown,Steel,Sit Down,,,,0.0,Pinfari,Bagatelle,status.closed.definitely
Octonauts Rollercoaster Adventure,Steel,Sit Down,,7.0,143.0,0.0,Zamperla,Alton Towers,status.operating
Steel Vengeance,Hybrid,Sit Down,119.0,62.0,1750.0,4.0,RMC,Cedar Point,status.operating
